"time","item","user"
73480,4,2
73480,4,2
73336,4,2
73336,4,2
73192,4,2
73192,4,2
73048,4,2
73048,4,2
72760,2,2
72664,11,2
72088,4,2
72088,4,2
71944,4,2
71944,4,2
71800,4,2
71800,4,2
71656,4,2
71656,4,2
71512,4,2
71512,4,2
71224,2,2
71128,11,2
68152,2,2
68056,11,2
67864,4,2
67864,4,2
67720,4,2
67720,4,2
67576,4,2
67576,4,2
66328,4,2
66328,4,2
66184,4,2
66184,4,2
66042,4,2
66042,4,2
65080,2,2
64984,11,2
64792,4,2
64792,4,2
64648,4,2
64648,4,2
64504,4,2
64504,4,2
63256,4,2
63256,4,2
63112,4,2
63112,4,2
62968,4,2
62968,4,2
62008,2,2
61912,11,2
61720,4,2
61720,4,2
61576,4,2
61576,4,2
61434,4,2
61434,4,2
60184,4,2
60184,4,2
60040,4,2
60040,4,2
59896,4,2
59896,4,2
58936,2,2
58840,11,2
56728,4,2
56728,4,2
56584,4,2
56584,4,2
56440,4,2
56440,4,2
56296,4,2
56296,4,2
56152,4,2
56152,4,2
55864,2,2
55768,11,2
55192,4,2
55192,4,2
55048,4,2
55048,4,2
54904,4,2
54904,4,2
54760,4,2
54760,4,2
54616,4,2
54616,4,2
54328,2,2
54232,11,2
51256,2,2
51160,11,2
50968,4,2
50968,4,2
50824,4,2
50824,4,2
50682,4,2
50680,4,2
49432,4,2
49432,4,2
49288,4,2
49288,4,2
49146,4,2
49144,4,2
48184,2,2
48088,11,2
45976,4,2
45976,4,2
45832,4,2
45832,4,2
45688,4,2
45688,4,2
45544,4,2
45544,4,2
45400,4,2
45400,4,2
45112,2,2
45016,11,2
44440,4,2
44440,4,2
44296,4,2
44296,4,2
44152,4,2
44152,4,2
44008,4,2
44008,4,2
43864,4,2
43864,4,2
43576,2,2
43480,11,2
40506,2,2
40408,11,2
40216,4,2
40216,4,2
40072,4,2
40072,4,2
39930,4,2
39928,4,2
38682,4,2
38680,4,2
38536,4,2
38536,4,2
38394,4,2
38392,4,2
37432,2,2
37336,11,2
37144,4,2
37144,4,2
37000,4,2
37000,4,2
36858,4,2
36856,4,2
35608,4,2
35608,4,2
35464,4,2
35464,4,2
35322,4,2
35322,4,2
34362,2,2
34264,11,2
34072,4,2
34072,4,2
33928,4,2
33928,4,2
33786,4,2
33786,4,2
32536,4,2
32536,4,2
32392,4,2
32392,4,2
32250,4,2
32250,4,2
31288,2,2
31192,11,2
29080,4,2
29080,4,2
28936,4,2
28936,4,2
28794,4,2
28792,4,2
28648,4,2
28648,4,2
28504,4,2
28504,4,2
28216,2,2
28120,11,2
27544,4,2
27544,4,2
27400,4,2
27400,4,2
27256,4,2
27256,4,2
27112,4,2
27112,4,2
26968,4,2
26968,4,2
26682,2,2
26584,11,2
23608,2,2
23512,4,2
23512,4,2
23512,11,2
23320,4,2
23320,4,2
23176,4,2
23176,4,2
23034,4,2
23034,4,2
22120,4,2
22120,4,2
21976,4,2
21976,4,2
21784,4,2
21784,4,2
21640,4,2
21640,4,2
21498,4,2
21498,4,2
20538,2,2
20440,11,2
18330,4,2
18328,4,2
18186,4,2
18186,4,2
18040,4,2
18040,4,2
17896,4,2
17896,4,2
17754,4,2
17754,4,2
17464,2,2
17368,11,2
16792,4,2
16792,4,2
16648,4,2
16648,4,2
16506,4,2
16506,4,2
16360,4,2
16360,4,2
16218,4,2
16218,4,2
15928,2,2
15832,11,2
12856,2,2
12760,11,2
9786,2,2
9688,11,2
7578,4,2
7576,4,2
7434,4,2
7434,4,2
7290,4,2
7290,4,2
7146,4,2
7146,4,2
7002,4,2
7002,4,2
6712,2,2
6618,11,2
6042,4,2
6042,4,2
5898,4,2
5898,4,2
5754,4,2
5754,4,2
5610,4,2
5608,4,2
5466,4,2
5466,4,2
5178,2,2
5082,11,2
4506,4,2
4506,4,2
4362,4,2
4362,4,2
4218,4,2
4218,4,2
4074,4,2
4074,4,2
3930,4,2
3930,4,2
3640,2,2
3546,11,2
2970,4,2
2970,4,2
2826,4,2
2826,4,2
2682,4,2
2682,4,2
2538,4,2
2538,4,2
2394,4,2
2394,4,2
2106,2,2
2010,11,2
