"time","item","user"
1430807102,12592,2880
1430807027,12589,2880
1430806951,12588,2880
1429626027,12576,2880
1429625984,12575,2880
1429625914,12574,2880
1429617467,12573,2880
1429617395,12572,2880
1429617129,12571,2880
1428499839,12598,2712
1428499816,12597,2712
1428499808,12596,2712
1428499786,12595,2712
1428499483,12596,2712
1428499469,12595,2712
1428499455,12593,2712
1428499444,12592,2712
1428499418,12589,2712
1428499401,12588,2712
1428499391,12592,2712
1428411689,12589,2712
1428411652,12588,2712
1427203165,12598,2712
1427203146,12597,2712
1427203143,12596,2712
1427203111,12596,2712
1427203100,12595,2712
1427203087,12593,2712
1427203075,12592,2712
1427203041,12589,2712
1427203029,12588,2712
1427203020,12586,2712
1427203008,12585,2712
1427202993,12582,2712
1427202982,12581,2712
1427148847,12585,2712
1427148567,12579,2712
1427148550,12577,2712
1427148539,12576,2712
1425977054,12579,2712
1425977045,12578,2712
1425977030,12577,2712
1425976946,12576,2712
1425976917,12575,2712
1425976728,12574,2712
1425976671,12573,2712
1425976444,12572,2712
1425976215,12571,2712
1418886134,12596,2417
1418884072,12571,27
1416997629,12579,2417
1416996659,12577,2417
1416996615,12576,2417
1416996540,12592,2417
1416911900,12589,2417
1416900171,12588,2417
1416890493,12571,27
1416825042,12574,2417
1416825018,12574,2417
1416823550,12573,2417
1416822979,12572,2417
1416822956,12573,2417
1416822951,12572,2417
1416813973,12571,2417
1416813952,12571,2417
1416813881,12571,2417
1416813798,12571,2417
1416813775,12573,2417
1416220910,12588,27
1416220906,12589,27
1413903279,12589,27
1413801583,12588,27
1411468852,12589,27
1411381660,12588,27
1410698552,12598,27
1410698454,12589,27
1410698344,12588,27
1410698284,12575,27
1410698202,12574,27
1410698039,12573,27
1410697989,12572,27
1410697914,12571,27
1404725925,12598,2179
1404116752,12571,2144
1404116734,12598,2144
1404116699,12595,2144
1404116686,12573,2144
1404116639,12571,2144
1404116601,12590,2144
1404116556,12592,2144
1404116430,12598,2144
1404116111,12587,2144
1404116102,12583,2144
1404115444,12576,2144
1404115421,12574,2144
1404115241,12575,2144
1404115233,12572,2144
1404115191,12583,2144
1404114687,12579,2144
1404114524,12588,2144
1404114478,12572,2144
1404114184,12574,2144
1403601892,12574,2179
1403516247,12589,27
1403516222,12589,27
1403496385,12588,27
1402936186,12574,2144
1402556710,12590,2121
1402556579,12575,2121
1402556394,12574,2121
1402556254,12573,2121
1402555806,12595,2121
1402555707,12597,2121
1402555662,12596,2121
1402555609,12595,2121
1402555459,12595,2121
1402555377,12598,2121
1402555323,12593,2121
1402555302,12593,2121
1402555284,12590,2121
1402555083,12590,2121
1402555026,12587,2121
1402555021,12583,2121
1402554292,12578,2121
1402554282,12579,2121
1402554251,12577,2121
1402554106,12573,2121
1402554002,12571,2121
1402390884,12589,2121
1402390772,12579,2121
1402390665,12578,2121
1402390652,12579,2121
1402390629,12572,2121
1402390572,12577,2121
1402390444,12571,2121
1402390307,12571,2121
1401700171,12588,27
1401094887,12589,30
1401094880,12598,30
1401094869,12597,30
1401094856,12596,30
1401094830,12595,30
1401094813,12592,30
1400485445,12589,30
1400485389,12588,30
1400485358,12582,30
1400485347,12581,30
1400485325,12579,30
1400485314,12578,30
1400485280,12577,30
1400485083,12576,30
1400485065,12576,30
1400485036,12574,30
1400485025,12573,30
1400485008,12572,30
1400484984,12571,30
1400244184,12589,2
1399961770,12589,27
1399363587,12590,1983
1399363072,12589,1983
1399357752,12588,1983
1399288100,12588,27
1397550580,12587,1983
1397550417,12590,1983
1397550379,12592,1983
1397549522,12595,1983
1397548015,12589,1983
1396516453,12592,607
1396516437,12588,607
1395737942,12589,1983
1395737828,12589,1983
1395737787,12588,1983
1395643948,12588,27
1395415266,12595,27
1395414947,12581,27
1393516165,12589,813
1393515992,12589,813
1393515532,12588,813
1393515519,12587,813
1393515505,12586,813
1393515455,12585,813
1392630671,12588,809
1392630480,12588,809
1392629797,12579,809
1392629573,12583,809
1392628665,12587,809
1392628658,12585,809
1392628645,12579,809
1392626220,12583,809
1392626207,12581,809
1392626190,12579,809
1392626149,12578,809
1392625104,12577,809
1392625088,12578,809
1392625054,12577,809
1392624527,12576,809
1392624465,12575,809
1390464100,12597,607
1390463009,12596,607
1390461709,12595,607
1390290129,12597,30
1390289520,12588,30
1389863724,12572,607
1389863695,12571,607
1389863524,12572,607
1389863495,12571,607
1389253319,12589,27
1389252895,12588,27
1387189677,12598,19
1386936710,12577,1701
1386862636,12576,813
1386862214,12571,813
1386861585,12583,813
1386861545,12572,813
1386859202,12588,27
1386854153,12597,809
1386854146,12598,809
1386843064,12577,813
1386843051,12583,813
1386843045,12581,813
1386767822,12588,813
1386767533,12574,813
1386683774,12573,30
1386683723,12572,30
1386683512,12571,30
1386683474,12571,30
1386683459,12571,30
1386683453,12571,30
1386665206,12581,1701
1386665068,12585,1701
1386665057,12575,1701
1386616260,12588,809
1386616240,12598,809
1386616214,12588,809
1386613733,12598,809
1386578458,12598,809
1386578447,12597,809
1386578405,12596,809
1386578271,12595,809
1386578246,12590,809
1386578236,12593,809
1386578226,12592,809
1386578215,12589,809
1386578204,12588,809
1386578134,12587,809
1386578126,12578,809
1386578053,12577,809
