"time","item","user"
1429867489,18596,2
1429867409,18596,2
1421417936,18596,1786
1411117619,19791,2067
1411117551,19791,2067
1411116799,19791,2067
1411116778,18599,2067
1411116597,18599,2067
1411116254,18599,2067
1411115995,18599,2067
1411115407,18599,2067
1411115399,16507,2067
1411115391,16506,2067
1411114774,18599,2067
1411114760,18598,2067
1411114710,18598,2067
1411113999,18598,2067
1411113880,18596,2067
1411113846,18596,2067
1411113215,18596,2067
1411111865,16505,2067
1410877141,16544,1384
1410876663,16549,1384
1410874800,16548,1384
1410874119,16547,1384
1410872423,16552,1384
1410870696,16555,1384
1410870683,16554,1384
1410870145,16513,1384
1410869852,16512,1384
1410869557,16509,1384
1410869349,16507,1384
1410869242,16506,1384
1410868366,16505,1384
1409557199,19791,27
1409327992,16509,2067
1406025690,19790,2067
1406025682,19791,2067
1405686459,19751,2067
1405686426,19751,2067
1404818343,19471,2067
1404818268,19471,2067
1404816617,19471,2067
1404816502,19471,2067
1404816363,19471,2067
1404816246,19471,2067
1404816000,19471,2067
1404815984,18850,2067
1404815902,18850,2067
1404815805,18850,2067
1404815570,18850,2067
1404815414,18850,2067
1404815405,18859,2067
1404815390,18859,2067
1404815291,18859,2067
1404815171,18859,2067
1404815047,18859,2067
1404814692,18859,2067
1404814674,19791,2067
1404814578,19791,2067
1404814421,19791,2067
1404814380,19791,2067
1404814334,18596,2067
1404814188,18596,2067
1404814040,18596,2067
1404813963,19790,2067
1404813777,19790,2067
1403986994,19790,2067
1403986936,19790,2067
1403874692,16552,1384
1403873791,16555,1384
1403873221,19789,1384
1403873200,19835,2068
1403873168,19835,2069
1403872992,19789,1384
1403872815,19835,2068
1403872812,19835,2068
1403872684,19835,2068
1403871729,19789,2068
1403871673,16549,2069
1403871642,19789,2068
1403871484,19789,2068
1403871350,16555,2070
1403871281,16555,1384
1403870684,16548,2069
1403870186,19836,1384
1403870096,19836,1384
1403870079,19836,1384
1403869982,19835,2067
1403869945,19836,2068
1403869939,19836,2068
1403869864,19835,2067
1403869845,19836,2068
1403869843,19836,1384
1403869725,16547,2069
1403869603,19836,2068
1403869527,19835,2067
1403869507,19836,2070
1403869493,19836,2070
1403869408,19653,2070
1403869300,19836,2068
1403869286,16509,2068
1403869222,16552,1384
1403869123,19653,1384
1403273913,16548,2069
1403273889,16515,2070
1403273873,16514,2070
1403273855,16555,2070
1403273827,16555,2068
1403273817,16554,2068
1403273538,16547,2069
1403272857,16552,2069
1403272824,16531,2069
1403272819,16552,2066
1403272816,16551,2066
1403272789,16552,2070
1403272742,16530,2066
1403272715,16552,2068
1403272710,16551,2068
1403272710,16552,1384
1403272708,16552,1290
1403272676,16539,2068
1403272058,16539,2070
1403272047,16539,2069
1403272043,16539,2066
1403272039,16539,2068
1403272038,16539,1384
1403272033,16539,1290
1403270473,16538,1384
1403270472,16538,2069
1403270470,16538,2068
1403270468,16538,2066
1403270467,16538,2070
1403270463,16537,2066
1403270463,16538,1290
1403270460,16537,2068
1403264237,16512,2066
1403264212,16511,2066
1403264199,16512,2069
1403264194,16512,2070
1403264189,16512,1290
1403264189,16512,2068
1403264189,16512,1384
1403264152,16555,2070
1403171025,19653,2067
1403171007,19791,2067
1403170968,19471,2067
1403170950,18596,2067
1403014592,19653,2068
1403014536,16531,2066
1403014460,16546,2066
1403013139,19653,2067
1403012322,19653,2066
1403011987,19653,2067
1403011806,18599,1384
1403011783,18599,1384
1403011762,19471,1384
1403011528,19653,2067
1403011516,19471,1384
1403011498,19732,1384
1403011481,18850,2070
1403011473,19732,2070
1403010245,19653,1384
1403010240,19653,2067
1403010221,19653,2070
1403010184,19653,1384
1403010145,19653,2068
1403009754,19653,1384
1403008938,19653,1384
1403007989,19653,2070
1403007823,19653,2067
1403007789,19653,2068
1403007607,19653,2070
1403007486,19653,2067
1403006552,16538,1384
1403006403,19471,1384
1403006139,18850,2068
1403006041,18850,2067
1403005917,18850,2067
1403005914,16538,2068
1403005847,19791,2068
1403005759,18850,2067
1403005733,19791,2067
1403005725,19791,2068
1403005703,19791,2070
1403005671,19471,2068
1403005663,19471,2070
1403005650,19471,1384
1403005629,19791,1384
1403005612,19791,2070
1403005612,19791,2070
1403005604,19791,1384
1403005602,19791,2070
1403005577,19751,2067
1403005573,19791,1384
1403005555,16547,2067
1403005549,19791,1384
1403005529,16548,2067
1403005506,16549,2067
1403005475,16555,2067
1403005464,16554,2067
1403005345,18859,2067
1403005319,18859,2067
1403005264,16539,2067
1403005225,16538,2067
1403005106,19791,1384
1403005006,16537,2066
1403004980,19791,2067
1403004966,16512,2068
1403004954,16538,2068
1403004940,16531,2068
1403004939,19471,2070
1403004818,19791,2067
1403004761,19471,2070
1403004604,19471,2068
1403004523,19471,2067
1402993703,19471,2070
1402993194,19471,2070
1402500227,19791,2067
1402499566,19471,2067
1402496323,19791,2067
1402494930,16512,2067
1402494777,16512,1384
1402494776,16512,2069
1402494765,16512,1290
1402494752,16511,1290
